,NUMERO EXPEDIENTE,DESCRIPCION CAUSA
736,2011S008035,No hi ha causa mediata
737,2011S007578,No hi ha causa mediata
738,2011S000346,No hi ha causa mediata
739,2011S006161,No hi ha causa mediata
740,2011S007956,No hi ha causa mediata
741,2011S000284,No hi ha causa mediata
742,2011S003479,No hi ha causa mediata
743,2011S003810,No hi ha causa mediata
744,2011S008637,No hi ha causa mediata
745,2011S008010,No hi ha causa mediata
746,2011S006404,No hi ha causa mediata
747,2011S002707,No hi ha causa mediata
748,2011S008410,No hi ha causa mediata
749,2011S004530,No hi ha causa mediata
750,2011S006380,Calçada en mal estat
751,2011S004250,No hi ha causa mediata
752,2011S008378,No hi ha causa mediata
753,2011S001711,No hi ha causa mediata
754,2011S002870,No hi ha causa mediata
755,2011S001164,No hi ha causa mediata
756,2011S004122,No hi ha causa mediata
757,2011S004795,No hi ha causa mediata
758,2011S001134,Excés de velocitat o inadequada
759,2011S000809,No hi ha causa mediata
760,2011S007679,No hi ha causa mediata
761,2011S008636,No hi ha causa mediata
762,2011S001329,No hi ha causa mediata
763,2011S002043,No hi ha causa mediata
764,2011S000213,No hi ha causa mediata
765,2011S004474,Alcoholèmia
766,2011S008233,No hi ha causa mediata
767,2011S002159,No hi ha causa mediata
768,2011S008032,No hi ha causa mediata
769,2011S003236,No hi ha causa mediata
770,2011S001179,No hi ha causa mediata
771,2011S001554,No hi ha causa mediata
772,2011S008170,No hi ha causa mediata
773,2011S007944,No hi ha causa mediata
774,2011S007706,No hi ha causa mediata
775,2011S005908,No hi ha causa mediata
776,2011S003272,No hi ha causa mediata
777,2011S005542,No hi ha causa mediata
778,2011S003735,No hi ha causa mediata
779,2011S006563,No hi ha causa mediata
780,2011S006673,No hi ha causa mediata
781,2011S000726,No hi ha causa mediata
782,2011S001980,No hi ha causa mediata
783,2011S000336,No hi ha causa mediata
784,2011S001084,No hi ha causa mediata
785,2011S008644,No hi ha causa mediata
786,2011S005072,No hi ha causa mediata
787,2011S002399,No hi ha causa mediata
788,2011S005014,No hi ha causa mediata
789,2011S002157,No hi ha causa mediata
790,2011S004796,No hi ha causa mediata
791,2011S008287,No hi ha causa mediata
792,2011S007708,No hi ha causa mediata
793,2011S008565,No hi ha causa mediata
794,2011S001989,No hi ha causa mediata
795,2011S005402,No hi ha causa mediata
796,2011S002060,No hi ha causa mediata
797,2011S002564,No hi ha causa mediata
798,2011S003549,No hi ha causa mediata
799,2011S004996,No hi ha causa mediata
800,2011S007850,No hi ha causa mediata
801,2011S000490,No hi ha causa mediata
802,2011S007372,No hi ha causa mediata
803,2011S008109,No hi ha causa mediata
804,2011S008151,No hi ha causa mediata
805,2011S005406,Excés de velocitat o inadequada
806,2011S006456,No hi ha causa mediata
807,2011S000395,No hi ha causa mediata
808,2011S005801,No hi ha causa mediata
809,2011S002394,No hi ha causa mediata
810,2011S001819,No hi ha causa mediata
811,2011S005203,No hi ha causa mediata
812,2011S006420,No hi ha causa mediata
813,2011S005347,No hi ha causa mediata
814,2011S007040,No hi ha causa mediata
815,2011S002172,No hi ha causa mediata
816,2011S001217,No hi ha causa mediata
817,2011S005619,No hi ha causa mediata
818,2011S008156,No hi ha causa mediata
819,2011S005273,No hi ha causa mediata
820,2011S004721,No hi ha causa mediata
821,2011S000671,No hi ha causa mediata
822,2011S000909,No hi ha causa mediata
823,2011S001121,No hi ha causa mediata
824,2011S006131,No hi ha causa mediata
825,2011S004385,No hi ha causa mediata
826,2011S004306,No hi ha causa mediata
827,2011S007947,No hi ha causa mediata
828,2011S000762,No hi ha causa mediata
829,2011S005443,No hi ha causa mediata
830,2011S008009,No hi ha causa mediata
831,2011S008606,No hi ha causa mediata
832,2011S003468,No hi ha causa mediata
833,2011S002569,No hi ha causa mediata
834,2011S002600,No hi ha causa mediata
835,2011S008124,No hi ha causa mediata
836,2011S006867,No hi ha causa mediata
837,2011S005584,No hi ha causa mediata
838,2011S007672,No hi ha causa mediata
839,2011S001530,No hi ha causa mediata
840,2011S003528,No hi ha causa mediata
841,2011S004478,No hi ha causa mediata
842,2011S000180,No hi ha causa mediata
843,2011S004683,No hi ha causa mediata
844,2011S004758,No hi ha causa mediata
845,2011S001102,No hi ha causa mediata
846,2011S006221,No hi ha causa mediata
847,2011S005302,No hi ha causa mediata
848,2011S007348,No hi ha causa mediata
849,2011S007431,No hi ha causa mediata
850,2011S008299,No hi ha causa mediata
851,2011S005609,No hi ha causa mediata
852,2011S004311,No hi ha causa mediata
853,2011S008793,No hi ha causa mediata
854,2011S000953,No hi ha causa mediata
855,2011S001437,No hi ha causa mediata
856,2011S008842,No hi ha causa mediata
857,2011S006602,No hi ha causa mediata
858,2011S004687,No hi ha causa mediata
859,2011S004884,No hi ha causa mediata
860,2011S000002,Alcoholèmia
861,2011S003073,Excés de velocitat o inadequada
862,2011S004334,No hi ha causa mediata
863,2011S000214,No hi ha causa mediata
864,2011S008663,No hi ha causa mediata
865,2011S003990,No hi ha causa mediata
866,2011S007955,No hi ha causa mediata
867,2011S006185,No hi ha causa mediata
868,2011S005726,No hi ha causa mediata
869,2011S004222,No hi ha causa mediata
870,2011S008173,No hi ha causa mediata
871,2011S001905,No hi ha causa mediata
872,2011S006682,No hi ha causa mediata
873,2011S002005,No hi ha causa mediata
874,2011S006758,Alcoholèmia
875,2011S002532,No hi ha causa mediata
876,2011S002329,No hi ha causa mediata
877,2011S007301,No hi ha causa mediata
878,2011S001749,No hi ha causa mediata
879,2011S007804,No hi ha causa mediata
880,2011S004011,No hi ha causa mediata
881,2011S007774,No hi ha causa mediata
882,2011S007869,No hi ha causa mediata
883,2011S003513,No hi ha causa mediata
884,2011S008279,No hi ha causa mediata
885,2011S004757,No hi ha causa mediata
886,2011S006150,No hi ha causa mediata
887,2011S008205,No hi ha causa mediata
888,2011S008642,No hi ha causa mediata
889,2011S008753,No hi ha causa mediata
890,2011S005470,Calçada en mal estat
891,2011S001867,No hi ha causa mediata
892,2011S001589,No hi ha causa mediata
893,2011S004371,No hi ha causa mediata
894,2011S008444,No hi ha causa mediata
895,2011S006757,No hi ha causa mediata
896,2011S002527,No hi ha causa mediata
897,2011S005089,No hi ha causa mediata
898,2011S007155,No hi ha causa mediata
899,2011S008282,No hi ha causa mediata
900,2011S006036,No hi ha causa mediata
901,2011S000611,Alcoholèmia
902,2011S003338,No hi ha causa mediata
903,2011S003852,No hi ha causa mediata
904,2011S001011,No hi ha causa mediata
905,2011S007180,No hi ha causa mediata
906,2011S003742,No hi ha causa mediata
907,2011S005147,No hi ha causa mediata
908,2011S001928,No hi ha causa mediata
909,2011S006268,No hi ha causa mediata
910,2011S002380,No hi ha causa mediata
911,2011S007870,No hi ha causa mediata
912,2011S006901,No hi ha causa mediata
913,2011S001072,No hi ha causa mediata
914,2011S003815,No hi ha causa mediata
915,2011S001186,No hi ha causa mediata
916,2011S001670,No hi ha causa mediata
917,2011S003074,No hi ha causa mediata
918,2011S000931,No hi ha causa mediata
919,2011S000331,Calçada en mal estat
920,2011S005361,No hi ha causa mediata
921,2011S004679,No hi ha causa mediata
922,2011S006041,No hi ha causa mediata
923,2011S003292,No hi ha causa mediata
924,2011S002520,No hi ha causa mediata
925,2011S006581,No hi ha causa mediata
926,2011S004948,No hi ha causa mediata
927,2011S008261,No hi ha causa mediata
928,2011S004569,No hi ha causa mediata
929,2011S001842,No hi ha causa mediata
930,2011S002991,No hi ha causa mediata
931,2011S004040,No hi ha causa mediata
932,2011S005724,No hi ha causa mediata
933,2011S005862,Alcoholèmia
934,2011S005404,No hi ha causa mediata
935,2011S007906,No hi ha causa mediata
936,2011S001449,No hi ha causa mediata
937,2011S007801,No hi ha causa mediata
938,2011S003049,No hi ha causa mediata
939,2011S004339,Alcoholèmia
940,2011S006828,No hi ha causa mediata
941,2011S001949,No hi ha causa mediata
942,2011S004103,No hi ha causa mediata
943,2011S004521,Excés de velocitat o inadequada
944,2011S003945,No hi ha causa mediata
945,2011S001636,No hi ha causa mediata
946,2011S003867,No hi ha causa mediata
947,2011S003265,No hi ha causa mediata
948,2011S004513,No hi ha causa mediata
949,2011S006183,Alcoholèmia
950,2011S002418,No hi ha causa mediata
951,2011S008774,No hi ha causa mediata
952,2011S005178,No hi ha causa mediata
953,2011S003100,No hi ha causa mediata
954,2011S008154,No hi ha causa mediata
955,2011S004608,No hi ha causa mediata
956,2011S002355,No hi ha causa mediata
957,2011S002744,No hi ha causa mediata
958,2011S008509,No hi ha causa mediata
959,2011S007903,No hi ha causa mediata
960,2011S003053,No hi ha causa mediata
961,2011S008458,No hi ha causa mediata
962,2011S003101,No hi ha causa mediata
963,2011S006080,No hi ha causa mediata
964,2011S001169,No hi ha causa mediata
965,2011S006288,No hi ha causa mediata
966,2011S000937,No hi ha causa mediata
967,2011S000742,Excés de velocitat o inadequada
968,2011S003866,No hi ha causa mediata
969,2011S001623,No hi ha causa mediata
970,2011S003997,No hi ha causa mediata
971,2011S003832,No hi ha causa mediata
972,2011S005284,No hi ha causa mediata
973,2011S002697,No hi ha causa mediata
974,2011S007545,No hi ha causa mediata
975,2011S002218,No hi ha causa mediata
976,2011S001512,No hi ha causa mediata
977,2011S006021,No hi ha causa mediata
978,2011S004686,Alcoholèmia
979,2011S004875,No hi ha causa mediata
980,2011S000276,No hi ha causa mediata
981,2011S007669,No hi ha causa mediata
982,2011S007233,No hi ha causa mediata
983,2011S000646,No hi ha causa mediata
984,2011S004298,Calçada en mal estat
985,2011S006369,No hi ha causa mediata
986,2011S002047,No hi ha causa mediata
987,2011S000332,No hi ha causa mediata
988,2011S006167,No hi ha causa mediata
989,2011S004719,No hi ha causa mediata
990,2011S003576,No hi ha causa mediata
991,2011S008435,No hi ha causa mediata
992,2011S004332,No hi ha causa mediata
993,2011S004043,No hi ha causa mediata
994,2011S006330,No hi ha causa mediata
995,2011S007320,Alcoholèmia
996,2011S005854,No hi ha causa mediata
997,2011S007793,No hi ha causa mediata
998,2011S008182,No hi ha causa mediata
999,2011S004372,No hi ha causa mediata
1000,2011S007096,No hi ha causa mediata
1001,2011S006797,No hi ha causa mediata
1002,2011S000349,Alcoholèmia
1003,2011S007185,No hi ha causa mediata
1004,2011S007056,No hi ha causa mediata
1005,2011S007812,No hi ha causa mediata
1006,2011S007905,No hi ha causa mediata
1007,2011S007105,No hi ha causa mediata
1008,2011S004765,No hi ha causa mediata
1009,2011S003989,No hi ha causa mediata
1010,2011S003250,No hi ha causa mediata
1011,2011S000784,No hi ha causa mediata
1012,2011S007558,No hi ha causa mediata
1013,2011S000478,No hi ha causa mediata
1014,2011S001940,No hi ha causa mediata
1015,2011S002180,No hi ha causa mediata
1016,2011S007828,No hi ha causa mediata
1017,2011S004399,No hi ha causa mediata
1018,2011S008580,No hi ha causa mediata
1019,2011S005388,No hi ha causa mediata
1020,2011S008563,No hi ha causa mediata
1021,2011S007747,No hi ha causa mediata
1022,2011S004310,No hi ha causa mediata
1023,2011S004016,No hi ha causa mediata
1024,2011S005531,No hi ha causa mediata
1025,2011S000257,No hi ha causa mediata
1026,2011S002714,No hi ha causa mediata
1027,2011S001999,No hi ha causa mediata
1028,2011S003336,No hi ha causa mediata
1029,2011S003949,No hi ha causa mediata
1030,2011S004933,No hi ha causa mediata
1031,2011S006201,Alcoholèmia
1032,2011S000728,No hi ha causa mediata
1033,2011S006565,No hi ha causa mediata
1034,2011S004664,No hi ha causa mediata
1035,2011S004983,No hi ha causa mediata
1036,2011S007327,Excés de velocitat o inadequada
1037,2011S003363,No hi ha causa mediata
1038,2011S004304,No hi ha causa mediata
1039,2011S005807,Alcoholèmia
1040,2011S007423,No hi ha causa mediata
1041,2011S005880,No hi ha causa mediata
1042,2011S006378,Alcoholèmia
1043,2011S008346,No hi ha causa mediata
1044,2011S004858,No hi ha causa mediata
1045,2011S006412,No hi ha causa mediata
1046,2011S008404,No hi ha causa mediata
1047,2011S005805,No hi ha causa mediata
1048,2011S008461,Alcoholèmia
1049,2011S001549,Excés de velocitat o inadequada
1050,2011S003001,No hi ha causa mediata
1051,2011S000242,No hi ha causa mediata
1052,2011S000539,No hi ha causa mediata
1053,2011S001844,No hi ha causa mediata
1054,2011S005440,No hi ha causa mediata
1055,2011S002189,No hi ha causa mediata
1056,2011S000887,No hi ha causa mediata
1057,2011S006074,No hi ha causa mediata
1058,2011S008761,No hi ha causa mediata
1059,2011S002754,No hi ha causa mediata
1060,2011S001707,No hi ha causa mediata
1061,2011S005507,No hi ha causa mediata
1062,2011S002465,No hi ha causa mediata
1063,2011S001311,No hi ha causa mediata
1064,2011S006209,No hi ha causa mediata
1065,2011S000232,No hi ha causa mediata
1066,2011S003263,No hi ha causa mediata
1067,2011S002097,No hi ha causa mediata
1068,2011S007688,No hi ha causa mediata
1069,2011S003058,No hi ha causa mediata
1070,2011S006012,No hi ha causa mediata
1071,2011S003692,No hi ha causa mediata
1072,2011S001889,No hi ha causa mediata
1073,2011S003723,No hi ha causa mediata
1074,2011S008377,No hi ha causa mediata
1075,2011S002789,No hi ha causa mediata
1076,2011S003461,No hi ha causa mediata
1077,2011S000811,No hi ha causa mediata
1078,2011S007600,Excés de velocitat o inadequada
1079,2011S004754,No hi ha causa mediata
1080,2011S000043,No hi ha causa mediata
1081,2011S008631,No hi ha causa mediata
1082,2011S000733,No hi ha causa mediata
1083,2011S006804,No hi ha causa mediata
1084,2011S001877,No hi ha causa mediata
1085,2011S000177,No hi ha causa mediata
1086,2011S003435,No hi ha causa mediata
1087,2011S008231,No hi ha causa mediata
1088,2011S001239,No hi ha causa mediata
1089,2011S003384,No hi ha causa mediata
1090,2011S007610,No hi ha causa mediata
1091,2011S004439,No hi ha causa mediata
1092,2011S008844,No hi ha causa mediata
1093,2011S004463,No hi ha causa mediata
1094,2011S002242,No hi ha causa mediata
1095,2011S002979,No hi ha causa mediata
1096,2011S005405,No hi ha causa mediata
1097,2011S005379,No hi ha causa mediata
1098,2011S000208,No hi ha causa mediata
1099,2011S002801,No hi ha causa mediata
1100,2011S008552,No hi ha causa mediata
1101,2011S006130,No hi ha causa mediata
1102,2011S006117,No hi ha causa mediata
1103,2011S004170,No hi ha causa mediata
1104,2011S007740,No hi ha causa mediata
1105,2011S000012,No hi ha causa mediata
1106,2011S006838,No hi ha causa mediata
1107,2011S001767,No hi ha causa mediata
1108,2011S007328,No hi ha causa mediata
1109,2011S007357,Excés de velocitat o inadequada
1110,2011S003627,No hi ha causa mediata
1111,2011S003621,No hi ha causa mediata
1112,2011S007256,No hi ha causa mediata
1113,2011S002098,No hi ha causa mediata
1114,2011S005627,No hi ha causa mediata
1115,2011S004918,No hi ha causa mediata
1116,2011S005683,No hi ha causa mediata
1117,2011S001580,No hi ha causa mediata
1118,2011S004690,No hi ha causa mediata
1119,2011S000317,No hi ha causa mediata
1120,2011S003817,No hi ha causa mediata
1121,2011S006928,No hi ha causa mediata
1122,2011S004837,No hi ha causa mediata
1123,2011S000543,No hi ha causa mediata
1124,2011S006107,No hi ha causa mediata
1125,2011S002325,No hi ha causa mediata
1126,2011S003526,No hi ha causa mediata
1127,2011S004539,Alcoholèmia
1128,2011S007351,No hi ha causa mediata
1129,2011S000291,Alcoholèmia
1130,2011S001138,No hi ha causa mediata
1131,2011S003695,No hi ha causa mediata
1132,2011S004853,No hi ha causa mediata
1133,2011S005524,No hi ha causa mediata
1134,2011S002076,No hi ha causa mediata
1135,2011S003707,No hi ha causa mediata
1136,2011S004566,No hi ha causa mediata
1137,2011S005452,No hi ha causa mediata
1138,2011S007113,No hi ha causa mediata
1139,2011S005879,No hi ha causa mediata
1140,2011S006182,No hi ha causa mediata
1141,2011S003555,No hi ha causa mediata
1142,2011S007745,No hi ha causa mediata
1143,2011S002237,No hi ha causa mediata
1144,2011S002258,No hi ha causa mediata
1145,2011S002128,No hi ha causa mediata
1146,2011S001881,No hi ha causa mediata
1147,2011S004220,No hi ha causa mediata
1148,2011S003710,No hi ha causa mediata
1149,2011S005597,No hi ha causa mediata
1150,2011S002676,No hi ha causa mediata
1151,2011S007231,No hi ha causa mediata
1152,2011S002235,No hi ha causa mediata
1153,2011S000124,No hi ha causa mediata
1154,2011S001467,No hi ha causa mediata
1155,2011S007082,No hi ha causa mediata
1156,2011S006174,No hi ha causa mediata
1157,2011S001258,No hi ha causa mediata
1158,2011S005626,No hi ha causa mediata
1159,2011S005687,No hi ha causa mediata
1160,2011S003511,No hi ha causa mediata
